date,close
2022-11-10,17553.89
2022-11-11,17013.62
2022-11-12,16783.33
2022-11-13,16301.39
2022-11-14,16590.73
2022-11-15,16877.93
2022-11-16,16645.24
2022-11-17,16680.47
2022-11-18,16680.59
2022-11-19,16683.02
2022-11-20,16252.53
2022-11-21,15760.14
2022-11-22,16199.71
2022-11-23,16587
2022-11-24,16587.61
2022-11-25,16510.9
2022-11-26,16450.93
2022-11-27,16419.88
2022-11-28,16206.3
2022-11-29,16438
2022-11-30,17167.33
2022-12-01,16980.08
2022-12-02,17094.71
2022-12-03,16888.53
2022-12-04,17108.9
2022-12-05,16966.05
2022-12-06,17089.05
2022-12-07,16840
2022-12-08,17226.01
2022-12-09,17130.59
2022-12-10,17128.1
2022-12-11,17085.21
2022-12-12,17211.66
2022-12-13,17773.18
2022-12-14,17804.97
2022-12-15,17357.96
2022-12-16,16632.64
2022-12-17,16782.25
2022-12-18,16741.16
2022-12-19,16439.74
2022-12-20,16897.65
2022-12-21,16826.56
2022-12-22,16815.51
2022-12-23,16777.21
2022-12-24,16837.12
2022-12-25,16829.02
2022-12-26,16917.96
2022-12-27,16698.73
2022-12-28,16539.66
2022-12-29,16627.54
2022-12-30,16600.1
2022-12-31,16530.35
2023-01-01,16611.58
2023-01-02,16666.95
2023-01-03,16669.47
2023-01-04,16844.42
2023-01-05,16825.69
2023-01-06,16948.06
2023-01-07,16942.37
2023-01-08,17125.18
2023-01-09,17177.98
2023-01-10,17443.5
2023-01-11,17944.27
2023-01-12,18847.75
2023-01-13,19934.88
2023-01-14,20957.02
2023-01-15,20879.7
2023-01-16,21187.5
2023-01-17,21136.33
2023-01-18,20674.29
2023-01-19,21084.22
2023-01-20,22669.81
2023-01-21,22789.37
2023-01-22,22714.87
2023-01-23,22920.29
2023-01-24,22636.17
2023-01-25,23062.36
2023-01-26,23010.47
2023-01-27,23084.4
2023-01-28,23028.95
2023-01-29,23745.8
2023-01-30,22836.03
2023-01-31,23128.86
2023-02-01,23735.97
2023-02-02,23493.84
2023-02-03,23433.54
2023-02-04,23328.87
2023-02-05,22936.34
2023-02-06,22764.07
2023-02-07,23244.67
2023-02-08,22964.38
2023-02-09,21800.63
2023-02-10,21628.97
2023-02-11,21863.73
2023-02-12,21789.8
2023-02-13,21789.14
2023-02-14,22206.27
2023-02-15,24329.04
2023-02-16,23516.15
2023-02-17,24577.6
2023-02-18,24636.23
2023-02-19,24281.31
2023-02-20,24844.97
2023-02-21,24454.43
2023-02-22,24184.44
2023-02-23,23943.32
2023-02-24,23186.88
2023-02-25,23159.71
2023-02-26,23556.83
2023-02-27,23489.52
2023-02-28,23145.32
2023-03-01,23631.52
2023-03-02,23468.24
2023-03-03,22358.18
2023-03-04,22350.95
2023-03-05,22432.69
2023-03-06,22410.31
